data$Gene	MmFC1	MmFC2	MmFC3	MmFC4	MmFC5
CLIP2	25.8052283589651	24.8399948907482	24.1336162223892	25.1890174240047	26.1007184685564
GPR157	3.08913413829647	2.36339409943139	2.24745653268479	2.41497793987479	1.85461658282401
TNN	0.417795964710903	0.357408513656206	0.556631673193672	0.561034985130257	0.274021599437566
EIF2AK4	17.4994130240099	16.5442333008427	16.8455074314976	15.9690676009878	16.5640292832274
LDB3	0.4863636242531	0.517885553495048	0.677759617411335	0.552948477202947	0.743394771721519
SLCO4C1	0.018978808558583	0.00751325175850342	0.0203744168660075	0.00570677044186372	0.00712911865869251
EDA	3.18234038009429	2.6540802594736	2.66219827682783	2.79673885624371	2.72020559216522
GEMIN5	22.3311180043961	22.6527725457204	22.6151225671225	23.0036977487696	22.9821516315919
FLT4	4.56355696518049	4.37345481567748	4.66206657833231	4.41660800297503	3.90962241974639
KMT2C	38.0017942854247	38.3419571384283	39.3011768884665	31.1279960575047	33.530696875745
GAREM1	8.79198447455	9.30985461626968	9.73376467389549	8.92449797554163	8.11103602095337
ZNRF3	15.9778928761424	14.8906363816392	14.1238759389996	13.5588539577288	14.7913295349713
CPLX2	8.80186287407744	10.3144499799606	12.8667592711048	13.0578421966343	11.4689161655145
ABCB11	0	0	0	0.0142090246188449	0
NLGN3	6.43250203489947	7.87509758257561	8.69524980464727	6.68604300429619	7.93848268559392
SPTBN1	108.744784632669	124.799757999038	129.200377477944	121.177819893852	120.437343070595
TACR1	0.321611158435754	0.250183059211986	0.238385999958451	0.368723924965611	0.0940226283519839
WRN	12.5043015951371	13.2729278928482	13.2269104933695	11.1720400132539	10.7374809940476
SCN4B	0.309606180170687	0.228835781286479	0.199326353127476	0.229509128242694	0.133012933246441
SLC35F1	3.02475955250418	4.81280419002184	6.26813378965197	5.98693533296179	5.46214051604821
SNX13	15.5542758179873	16.0952285780528	16.6178072457423	14.2715218254093	14.0204375672908
ADAMTS7	18.7050046565826	14.5844864446799	13.827556944045	15.1989645806206	14.6819780770378
MYO1E	15.3667717622251	17.7459989311021	17.7961664906127	17.7509116373474	15.826088983244
GALNT15	0.104552008658683	0.047284824005782	0.0666093093106079	0.0562635415797643	0.0273973444201016
DCAF1	24.7818220642037	25.6465974274583	26.9871136607238	23.5262830921368	26.1592012863517
HLCS	7.42216624879937	6.06826676116373	5.85163907397904	5.78802302394106	6.18913491469145
NPTXR	3.82433880931804	3.33144136660976	3.85312397563207	3.35053503661921	3.60322291404772
SPIRE1	17.211773447448	15.1113256304284	16.4121377423582	14.7804701922813	15.1275449210639
PRRX1	292.506122492483	304.921852658554	311.546850281575	272.171910367275	296.693369008338
MYH7	0.352689281335899	0.35215903261515	0.215434059469549	0.454451852758178	0.127251978489376
ACSL4	6.07163415627577	7.66087395113964	7.81990797091259	7.34415460141496	6.92868224966726
RIMS4	0.197077720370083	0.109396647188639	0.150236593336959	0.202637778797156	0.236349638279502
SALL2	34.5799655531471	33.0903202825158	33.8643392361508	34.8338091979743	32.2050240612819
PDE5A	14.1732057977556	13.8264201743887	14.0667478765652	12.7314170862179	12.6871839664993
MTSS1	31.5643234974534	29.7648897768192	28.054231081087	28.5686559782827	33.9480177927034
PIAS2	41.1191500224131	40.0508305220982	39.3576253341731	39.1933803690716	39.2081219215382
TOPAZ1	0.00618056444661565	0.00573381534303435	0.0117090509718811	0	0
ZFPM2	2.78431993794482	3.51517103366726	3.21467751793892	2.67538952602414	1.68410979466686
CAMSAP2	32.8632273991979	36.7946202258958	35.3171996511097	33.2908011369366	35.6811514526175
MPP7	7.18226370638289	7.53406388334431	8.14274184544536	7.37230881959889	7.13209137001356
ACAN	8.3184746496964	20.5928492382756	24.5641777029833	25.6638299358683	16.9599368584805
ITPRID2	11.9262110821517	14.5224159325346	15.2705692954308	13.7838062448095	11.0599409801006
RET	0.20791300961755	0.192124708028293	0.335493754889244	0.4411798763413	0.440265381579028
TDRD1	1.6824367702778	1.05838921873967	1.28364950674823	1.19387628791503	1.39925289038226
ST3GAL1	13.8913302465835	15.3275305419641	16.2909336911663	15.6899123369942	13.0564721872418
TOMM20	42.7662207924955	41.5461835493848	39.0764267877354	42.3959337790229	44.5442357656436
EHBP1L1	4.97170497181111	4.34443564362022	4.28980021295833	4.40581038047559	4.05533460161164
JAK2	21.1349964190538	23.8180960815915	24.7515868509858	22.0463978009344	21.5822297861516
SREBF2	66.9055361662958	63.2398944905484	69.1859607351919	70.5798357512909	68.7245202290396
INTS6	14.7600848019798	15.8373217129471	17.1255726200231	14.8167310045472	14.1069032827053
MXI1	19.323660152624	19.3359626916898	19.3515074697884	19.6541016673258	18.4299538896096
DHX57	28.9328693803844	28.3757261232497	28.8034410593255	25.5349025632105	26.7924294699562
SUSD6	17.0770384964714	16.3822415545957	16.5826660714703	17.0867294474122	16.5968231718935
PCARE	0	0.00540615307553083	0	0	0
UMODL1	0.0108122706104522	0	0	0	0
HUNK	33.3180300736035	31.4222436344437	32.0296200193431	32.6003505981333	31.9656930255163
BTG1	57.6359393967869	57.0693468256636	53.1362383773653	57.3222262651617	55.5305025042267
ADNP2	16.4950429052502	16.8248109824552	16.6913760484058	16.6227302194458	17.3294048383853
BCL2	30.5344794395607	49.8375971051794	54.7636467401572	42.3167246719457	38.9663899619707
OGA	79.9034095382171	82.6833679994068	82.7935551431406	77.0443156966825	78.0463505859333
ELAVL3	0.0591783681848858	0.0220061903505479	0.0523809789081287	0.00457992498965064	0.0292678352120178
EIF5A2	8.75306925396574	9.06290347367457	9.1172398080102	9.03886337448215	9.44103806877946
ADCY8	0.183168423049298	0.099311019863709	0.0698096530426658	0.090830394708684	0.117444871072586
TAF2	33.7602436970531	34.0372238477772	33.0305067562933	32.5035057922738	33.1510225668869
C77080	10.5081009127461	12.4219555223599	11.7586367993443	11.6661016128573	9.8561751045056
ITGA10	2.10208224069482	2.70097636368474	2.46728562354961	2.43084039338052	2.00104738238711
SH3PXD2B	61.7653828721474	61.2585854466277	66.0206025863417	64.3187829364126	63.2912554614985
MINAR1	0.447784495043769	0.74377605843337	0.583926472268244	0.754306690961801	0.907097690178653
CNNM1	2.84652543152463	1.13462305506016	0.40872674295906	0.473666703065416	0.366788964599448
BAMBI	24.9770804808666	19.4607217703015	16.2189129020714	19.6848895425195	21.6469512617976
PIK3CB	2.57757968344095	2.79556329246449	3.08549237645817	2.77154777250072	3.00618135889286
GLRA3	0	0.0092525637550056	0.019190380228086	0.0198454082420822	0.00853206615882103
TRAPPC10	17.9206864694255	17.7187714192317	18.2514372240874	18.1688896638956	18.1394635935837
TMEM26	46.3499566441092	37.9224516038191	42.1342632134497	41.489986792777	26.3329099714464
NECTIN1	14.8094407850758	12.8605897353474	13.5864716773262	13.5610691342033	13.3149599751656
HAPLN1	11.6956008346465	44.0323700688337	50.0901317140369	54.0762479708075	33.2532454680894
KDM6A	38.0264348289989	42.1589264632346	42.1576327730414	37.1460118999716	37.4377527371375
POMT2	11.9585322489951	10.3934190244543	10.7860327035556	11.0968577758982	10.975092634909
WDFY4	1.10270131263327	0.521603251039994	0.507608927239234	0.592876653644551	0.254486345353097
ALPK2	0.592765850823094	0.693445874819744	0.560923059904614	0.675941095851039	0.653858662490693
TARBP1	5.64474918521886	6.36934375580065	6.90938392378291	5.76051226898813	6.24703351177324
STAT5B	11.8771519072022	11.0560740407415	11.7929842370147	11.0857910242327	9.82175588066687
DACH1	77.3754836348598	48.6553403692398	43.153624884603	43.9110709961889	65.6001721780731
NFAT5	87.6854728265403	81.2267873397064	80.458523434529	64.6365330407963	65.4815386493406
PARM1	10.8447693249328	9.34671955640825	10.5447671016997	9.27306194721378	8.12646640542635
5031439G07RIK	29.2872792661388	27.3182524449843	27.3097392645201	29.7326504037182	29.5322122388904
MALT1	7.79710239619425	7.96645836068901	8.34271338930825	7.14424794841016	6.95208545465585
FAM184B	1.10646292758887	1.5321177742363	1.56148513284248	1.13250051333855	1.17763097938894
XK	1.09514864253242	1.15156755756774	1.53195520153719	0.942846800893568	1.17359295677557
LONRF2	4.23924660394023	5.02956969258834	5.72453821980663	5.5266745629893	4.88104807823296
ITGB3	1.50629941385576	1.61791428404382	2.11758349260451	1.64753874708427	1.31880537426148
IRF2BP2	37.2838080754344	35.018276108248	33.6209997508186	34.5937170800936	34.0571953638137
AQP4	0.153533581612478	1.45240637812901	1.65181801219228	1.03910890739202	0.207916508806643
ZBTB44	28.5137817410648	30.508882871202	31.2091555003939	26.5198939957482	26.3483106408335
AW549877	44.7322577440651	47.4479940932779	44.4716884527633	40.9472509752655	40.7759400178628
CNTN1	0.414594773530662	0.54517009428419	0.58255252261302	0.681481991091047	0.464774432557784
NCAPD3	22.1079348569221	23.3440908974421	23.6068522000448	20.4874302718501	24.0864949992976
GCNT4	0.630801923828568	0.511389405797696	0.523629541268874	0.328442711790549	0.296224992992053
TSHZ1	84.6643150559231	75.8135874812176	62.1191348576359	60.7120263265641	71.2408973499105
ZBTB16	0.820974311827683	0.685485330615039	0.646288488114273	0.444858849382946	0.527470026061125
HMGXB3	19.1878664827055	17.6876784420125	18.1344289036857	18.0851883562321	17.6220450153841
FAM120A	75.4262754039993	76.3319986800835	74.1231721942549	70.5756452288971	72.4276107671544
KCNV2	0	0.0278889276033063	0.0598050839924015	0.01273228796319	0.00281005859459474
COL8A1	5.28726891432398	7.64579199767934	9.27463407494327	7.38096172384142	8.17732876312379
CHIC2	12.8517870745292	11.663962650881	10.8199477146984	11.263898539219	11.1406903652301
RAP1GAP2	0.679419892061239	1.17660202357198	1.19305788560835	0.740971420464618	1.06072784467623
ATP2B2	0.00577783262025868	0.0176013571174562	0.0338913631990722	0.0404444064205906	0.0409850853507831
HHIP	10.8035259820476	28.8676812477923	31.6918126050057	27.6710309377522	22.8632526873917
RNF144A	52.0681094411645	50.9526375112544	50.3686254974965	47.3745269262144	52.4145809472354
ETV3	19.9796296671103	19.4589848297346	19.9982543868007	18.2931020379228	19.7604947062335
DNAJC6	1.28071503339246	0.840934521764297	0.709102731316217	0.664197395781664	0.886504019802998
CYP1B1	6.77236687344257	4.29567151197386	3.76970747612397	3.16504170751516	2.89065411652243
PKD2	58.4977564572653	60.724129561127	60.9011789825404	55.2106555077331	54.2086987654175
SLC12A7	28.5493053898069	26.5612805163163	26.3790867319185	25.5721478533674	28.9991433299838
ABHD13	14.9121581088992	16.0010980031875	16.8889882321152	15.5885689689818	15.660264277462
KANSL1	59.0035537069374	56.7923731228019	55.8195511446948	54.0498545361387	55.3950505482329
IGFBP5	191.093465642559	183.783330345264	180.692176206242	204.015402608436	179.515198183691
ANKRD31	0	0.00525697434705718	0	0	0.00226646679471841
NRAP	0.222566960150511	0.153091919505873	0.138521187734083	0.155249089784001	0.0778034677800855
RNF17	0.457433480682842	0.321062136860056	0.375516601395454	0.332133544347189	0.300799857970623
SMPD3	0.115530261626023	0.14184006786807	0.128422922387255	0.127487964649566	0.0927294166363119
TAF4B	2.69792841670923	2.42122288488308	2.58251177504973	2.51417294338808	2.13732495885114
FAM210A	21.3659029929355	22.3906173003292	22.9643706317404	21.0460460557721	18.7709166954486
KCND2	2.38703170694055	2.83031896481747	3.20568195108715	4.08357879603162	2.75381614125902
CDH11	243.952088928739	217.828595911313	229.628248647036	234.951773988517	233.72133703242
RBM15	16.6826136522491	18.1864512772669	17.9732559738023	14.6909452823897	17.4562030226215
SCAPER	8.83839994009311	11.1653488290712	11.4267343354512	10.946740454315	10.1790292072537
SCUBE1	7.91552239932067	5.96544642399028	7.78345430506135	9.15635758530036	11.0818968437306
FLRT2	44.9446448154589	52.455531973218	53.2354418245881	46.5975655301767	34.3835572811772
2510009E07RIK	16.0767345635434	18.8237225264819	19.933078189098	19.4811044964846	16.807406385269
WDR59	10.5729608896236	10.49005151643	10.406813701876	10.0329031960465	9.52082598100685
FRRS1L	1.89255234407604	2.09868137857974	2.3043900405978	1.98303241631354	1.77830316455763
DNAJC18	15.7635187305217	16.1808413442812	16.3083096990646	16.4016817105484	15.6409541971274
RASEF	0.60243616468085	0.697204715901673	0.715048081522825	0.523876776199569	0.541268550773873
SUPT6	53.020359942397	52.8702372378374	55.3295894968403	52.2664941969405	52.7868797087744
ZDHHC20	42.6778816783977	46.077446212231	45.6202506859557	40.834429314781	41.9826709613278
PLPPR4	0.115209988362024	0.144157332876394	0.0815324541151414	0.0866368572979585	0.126495047404896
CHMP4C	1.0379428501169	0.883255832418117	0.625028025667061	0.675963872092094	0.745335754666518
SLC5A7	0.35855157250757	0.0359884958597447	0.011474719207452	0.115090151251651	0.149516630862195
EIF3A	141.698000644203	150.039463848163	165.024295624779	144.562526590011	150.1088875498
LNPEP	14.82182116069	17.0972282807396	17.9869099134428	14.0177983894555	13.571343299006
CNTN3	2.69044580862126	1.97620685803843	1.5327068900225	1.42547863983316	0.942472758464257
NYX	0.0981640665859025	0.124895268754708	0.0986352907378583	0.103156735163995	0.0724359250762684
DNAJC3	21.1574195030526	22.3890835586786	22.684780110886	20.8969126529344	21.5643769739202
RAPGEF2	15.2586063970517	15.5767855309069	15.3191183418534	14.8368171517555	15.4276625273825
GPR17	0.814407283747915	0.507803866889789	0.379012925692429	0.651877970525739	0.808352946354399
WASF3	8.48537931077385	8.70703490933026	8.50056703047859	8.70583888314789	8.50488061140347
ARHGAP5	36.6363465244469	45.4549880934471	47.3519924777943	41.702708886634	38.8803501972588
DRAXIN	3.664224195757	4.0167529944512	4.66937122325131	4.41399120654974	4.57901661640064
INSYN2B	5.58950762046045	2.95785912975316	2.73405496945683	3.14805738338897	3.70901749612687
GATAD2A	42.7980505470192	39.5417106599971	41.1271660209827	42.1924556894803	42.6040529058203
SEMA3E	4.80197611005965	11.7833489410455	10.1576915712953	7.1556336067165	7.28870992146816
DGKE	7.51067796510725	8.4068025030748	8.62769245849566	6.71434543830194	7.51575363138875
SLC24A1	0.0675156475247402	0.0446909924883085	0.0186016606813982	0.0187199419267589	0.0409586076665308
RHOBTB2	9.36757741373595	10.1081930588533	10.3877519744267	10.2774681436467	10.3787071330266
NPTX1	0.27813453495924	0.639978111741412	0.82130502410874	0.775582705754336	0.416952764430173
SLC9A5	12.9921968618453	11.3071611938551	11.0301354771049	9.48334685451393	12.2213465989796
GPR179	0.104935344653671	0.214037277060411	0.126558719645161	0.147768243047476	0.113431452407241
ARAP3	8.92610270919405	7.99296797343292	8.13225935903291	7.87857314818741	6.83526947594622
ARID1A	113.834816956793	109.177444650263	111.524592422786	102.669400337968	109.786329530285
CUBN	0.117212953139743	0.326409893462071	0.292916942365749	0.202704674605484	0.163108080058337
IFFO2	7.6925732197953	10.3422907990814	10.6345859596796	10.5810229896659	9.14498341871616
ANKRD28	21.7196697718605	21.934167737231	22.828404332442	20.8116956830169	21.0153577074834
VCL	60.0706446142821	64.6927847665575	61.813609594816	62.4965708216522	68.7969519243096
SLC39A9	18.8886724759102	19.692838109465	20.9417395230412	19.8626882878687	19.2099049270786
EML4	73.3315024909892	74.0692761407207	73.4968620787005	70.6881228893312	75.0068103096636
MYPN	0.286201460161162	0.225579192904834	0.182077080597253	0.334391126016875	0.181707372954026
CIITA	0.0344339265794812	0.0140369393341206	0.0109364731612202	0.0280954793191073	0.00806143003878736
TMTC1	4.14821708457203	4.59920656781461	4.32878167244161	4.18709329181598	3.14835272464995
PHF2	53.6605734457363	50.468288822847	50.4519240960461	50.1296968611825	52.4191497368265
HEPHL1	0	0	0	0.00857143913575386	0.00221692418278292
SYNE3	0.626150865030218	0.608838127295605	0.644418632409294	0.490250619546401	0.389668455710421
PLEKHF1	1.71411146275432	1.29725734206491	1.03896489558471	1.20229590461391	1.4112120651895
SALL1	28.6731364372488	19.0301081801395	17.2043189044186	16.8300650114075	26.3258073094414
PCDH15	1.10032787700199	0.937467657298722	0.728398926999443	0.545432789687876	0.429181073606858
GUCY1A2	2.6328127976925	3.28842270118351	3.40197469487119	2.49425978164611	2.70045143696262
ATP7B	0.737872503463085	0.992017983341907	1.10953768733267	0.885222325986789	1.25473574723923
ZFP652	42.1634052986006	40.4796615857184	41.954130047284	36.6861983852916	38.5442755455595
RBP3	0	0	0	0	0
HR	4.30814071126907	4.07106476007326	3.70593781512542	3.04945679374487	3.03575461388703
CPEB4	5.92477803186724	6.7665956325063	7.32815913020822	6.16831214939136	5.24479174647847
COL4A3BP	18.9832283070024	19.4277477523785	18.8570328186687	17.1179855037166	17.4513583541748
GM20716	0.0167893676329226	0.0190624941852167	0.0446977522943631	0.0527473305880694	0.0198504431033639
DHFR	16.2236897599872	14.3049121642857	15.247458348425	14.8594321110098	18.2936144058221
EXD1	0.323786563458023	0.208633310861715	0.178157904235529	0.317042556814772	0.288432936861318
RBMS2	48.2941044607362	48.1040984427055	49.0798700897339	49.4652421362762	47.9831759362227
MAP1A	4.4906207628897	3.65652029046385	4.64479315692221	3.87895076675075	3.98230733740768
ERCC6L	12.7259735794048	12.9913797584973	12.5069465410468	11.7486618042064	13.7496305562295
BCL9L	30.8296709507902	27.2058589057651	27.4901177229563	27.3635650602355	25.1533709992048
MAP3K4	17.7023578118183	17.0459964023785	17.3003691253225	17.4944018411095	17.9495686706587
DSC3	5.618207960773	7.9603859122659	8.41482579050115	7.04605138317448	6.35741162080205
EPB41L1	22.0579691505078	21.2923676294401	22.4261712925963	22.5910483612645	22.3225468873132
RANBP10	23.2414169454496	21.6803016641042	22.4929969889286	20.2298736950526	22.1012462514951
EPAS1	6.53954357729901	6.42798547380347	6.64420298761696	6.79159628696957	5.91279635445576
SKI	94.7811621022243	92.7139479345231	91.5029032467619	94.0378205604855	87.5906173159595
RNF150	11.881838760727	14.8027076943686	16.2809789554618	13.0700351405804	13.4216837542926
PRPF8	143.014454283239	145.673978850674	152.066819305426	148.612252869118	151.998906755123
LRRC15	0.498244453910786	0.492795565405051	0.334863152672951	0.356675181902571	0.448890119472945
NDNF	7.74076560690724	4.35872207840393	4.29478485883007	5.10729672985689	2.79102131067373
CPSF2	29.3057104536333	29.0892745417618	30.888058416899	29.2655253221142	29.7995217452706
BMP2K	7.88885882922025	7.46834334941397	6.83081908551161	6.56138374369631	6.02062186492044
SERINC5	6.7670975477943	7.2863748808096	7.25810875880444	7.64322210626129	6.8250800748611
SLC5A8	0.0925842200413284	0.0403622971264004	0.0490316550073621	0.064809641390334	0.0631737429458262
CFTR	1.59307658010792	1.02310041678546	0.524659838744434	0.799207130786951	0.785462134985908
NETO2	13.7622847684949	12.9699509597248	12.7791122783144	12.3553554790844	13.1424569263173
ASAP2	21.4055151444419	21.3999633170929	21.9947246670634	20.8220190196581	23.2258265670396
USP31	12.6483983072859	12.9170586233707	13.7819368013252	11.6380159455613	12.6375693561525
MAST3	11.989567385853	10.3822603451671	10.361310257249	9.94147490383942	10.473022894303
DENND1B	9.63947308336717	8.57267076849535	9.08187574411983	7.65705199069145	8.47736646142904
CYBRD1	18.9210238500142	15.8660259887894	14.2381476678398	14.1725988292149	10.3914545180535
MAU2	35.4635948022309	36.7133356696779	35.2056517729142	32.1072584637711	34.0259937958219
LRAT	0.28886593398546	1.13293363216134	1.41541717410521	1.14109359524311	0.251196963906988
MYOM1	2.32401335475414	2.03012026860665	1.91369074118687	2.06622439403149	1.82418711252957
MED13L	43.0765034404722	42.6770961437859	41.4448862358626	35.2574854264792	34.5011773852848
GRIA1	0.321648100830792	0.643903544243759	0.77183243394193	0.702694169178681	0.740309815823674
TRIL	67.1666432732095	92.2000181663972	93.1198779306255	92.216096729119	59.2575553347829
SETD1B	30.4159970077532	29.5813215942746	29.1045494192518	27.2503633155979	29.4810499023237
DNMT1	89.8823227414878	81.8229489267381	85.5867684443234	83.4896727560187	95.7052716777003
GPR158	0.0167851173368475	0.00754880196910695	0	0.0279291358674888	0.016390406939434
HTR5A	0.00856898011585746	0	0	0	0
PGR15L	0.00275088851840165	0	0	0	0
SLITRK2	1.94166532172181	2.15522468787483	2.45342104527476	3.11767336598519	2.98733478471494
TTC37	13.6784740538983	15.904885896514	16.543435063729	14.5159526674875	14.015276502539
NEK9	53.968101955948	55.7760735657048	55.3945453638257	55.5311757125512	53.5231462497016
ZFP142	14.5560884693745	14.4052892082752	14.7267103632311	13.3064494840237	14.0102518942441
SLC16A10	13.3316670540438	7.12931608625816	5.89820261248015	6.79117691760204	7.59823509242251
ATP9B	20.8567726021365	21.016733840906	20.0527505614777	19.1462114179142	19.1992223287075
CD2AP	32.6711659345042	34.9728821015729	35.0634871216638	29.0299062032344	31.1154945567682
LIN28B	2.33110823292173	1.41633023290813	1.50963888792728	1.43363292459072	1.13715178514778
RPS6KA2	15.0513984999184	15.7531892705057	16.0975225241704	16.4520395003816	14.1403010152455
XIAP	47.1645918038351	54.7562865614869	53.1084037612579	45.887180726763	47.2770473624847
FHOD3	4.14755644663849	6.95025209754587	6.65428469055349	6.04829651993713	5.71378689809151
ITPKB	35.0001097420948	33.4196132144291	33.6892175325966	32.7910172918852	33.9590922153461
PDGFRB	41.7705151932068	46.1070923237551	47.7913495910334	46.0820591382288	41.4957087430445
MYO18A	23.6659621018504	28.1675846585558	28.7312104676203	27.4298606407335	26.3482980680721
MLH3	9.53732140611259	10.4703865769828	9.24602904913807	8.71156107600118	9.5607669654531
GNAL	2.67282113200169	1.9841323130271	1.63655913368144	1.86920078106423	1.7146680125612
ANLN	37.6080925935455	41.7369983414833	38.7367274639959	33.8856854938216	41.7816424682456
AOX1	0.366695112142045	0.290317144297445	0.217597681354228	0.21931757755588	0.250683039938928
SEZ6L	0.13046060675435	0.0862276363200793	0.152990899207652	0.16297187082436	0.104979432229453
ELOVL7	0.59582708077905	0.619248438338162	0.579541750477094	0.527053140034938	0.539041822792504
AMMECR1	15.2840727784592	16.1510686407997	16.5551765000256	15.1997025140438	16.1093479207147
GRIA4	0.701010563269406	2.05555531655113	2.92144058192551	2.21948726156264	0.93261926170335
KCNJ2	4.69747074673939	3.18154491126461	3.70761809572933	3.6674924610357	3.69219923493718
MAML3	12.6037760122614	12.841961330341	12.0166739109468	12.4011580208799	12.4090295375567
MYLK	5.89510329070595	7.5318888924525	9.00313753682062	7.37349527971386	4.01717372878795
SCD2	296.98362358784	288.645144470815	311.595477843711	302.168667585109	283.594422064249
ZSWIM6	11.1673017351497	9.12288267211065	8.08462719170809	8.57542382710481	10.4100680561803
CADPS	0.473556077301032	0.876535410512867	1.1584829362492	1.07289369489459	0.960111123049599
MEGF10	1.87894422236801	2.07896501064295	2.3474925342951	2.926175828076	2.1482163089427
SMCR8	13.7435026319906	15.4256108930368	14.7266313292392	14.182264074287	13.7995280617277
CACNA1S	0.249086302149919	0.139139201752943	0.165514633276487	0.282674134731785	0.192568135035392
REEP3	32.4797589484403	38.5632443153159	40.6310478502716	38.0101074945223	34.0488597681093
KL	0.0415752366852874	0.152509450116393	0.0723218388211126	0.0984138332299473	0.0507639860381211
TNPO1	103.727626400533	106.582070099629	109.107387245546	99.3971060518154	101.481672905663
CAND2	43.9818320906999	40.2795399719423	40.1487615186671	42.9596529158428	43.3180609771694
PACS2	26.645684080732	25.7589898329869	25.5595151333756	26.1188719685004	27.1587961124936
ZFP654	13.4568606526098	14.841545295275	15.106258354664	13.2886693114416	13.3356535557531
ZDHHC15	12.9216993881967	13.9674393394927	14.5064852125777	13.2945834655859	13.0108221559115
CACNG2	0.00537097253738021	0	0	0.0127081802761648	0
MPP5	12.2957666067203	13.1706020343707	13.3744709644416	11.4897921214639	12.0095440215275
ABCA1	23.2295529428696	18.4439896801801	18.5179847352937	17.4839415536607	16.0306904591128
KNL1	23.0292227407658	28.9861220376732	28.8721494792221	21.5734839722984	27.0556061982515
CHST11	14.937692777576	20.8684245126498	23.584307276844	22.7677768628482	22.0198684066378
ABCD2	1.5860249736616	1.71698152755691	1.97410536894671	1.91846534189957	0.975742077080541
PLAGL2	23.2479886954473	21.5231972395304	21.8628853746228	21.4267563709519	21.9665218875509
FAM102B	22.249586779022	19.7794993587814	18.4909620733851	17.5273763539682	19.2201470759085
CEP135	10.6807203953675	11.0020460940688	10.7684332221248	8.53838199110969	10.220800010277
ESYT2	24.005393182223	26.2399296323831	25.7771959616134	23.0193802131023	22.5178853014114
UTP14B	8.1867230889968	8.75523467831062	10.3040996794236	7.99987715108099	8.57113578391959
SNX19	17.8804732473802	18.2983505836305	18.7020790209763	18.3096123551195	17.1537501655783
DGKB	0.069366690849255	0.146150755391403	0.16575392801511	0.170216789588248	0.115837903374016
3425401B19RIK	0.390368470229979	0.185412150125729	0.19956273419502	0.146194475109189	0.476754040822734
TUT7	28.4361777489975	29.9392047386528	31.9606011440748	28.3575586725105	26.594986539973
ERBIN	96.9967365054545	104.972536032377	99.6858860349899	93.230160647685	94.755317892358
CPS1	0.231909491908117	0.0171551098036708	0.00698257117063033	0.0276516140272778	0.0909949084197812
KIF20B	24.5354852232482	25.9587508669478	24.664445649991	20.5988371216426	25.9485224847621
TENT5A	5.08763045006607	4.97721321954236	3.96276067499376	4.1024299129104	3.06124760416163
TRIM25	2.67267858605841	2.19931297685636	2.11362752606372	1.89194648424893	1.54938828085559
PTPN11	56.7718098301385	56.1032008382343	58.7595139302271	55.9025492162253	55.8370312630551
ADCY7	3.16155569599178	3.4645153790761	4.08328324886705	3.17178526678493	2.98211170012843
PTPRM	6.83116968996262	5.98597256592508	6.23112166918127	6.28562932828655	6.71200458441981
OLFML2A	10.3457083234364	3.5099552050244	3.15358705264834	3.43966181411132	3.31103165502193
POM121	44.620478973172	39.7688871709923	40.3617088232386	39.0013092829088	43.263773857457
ZSWIM5	1.28811906644843	1.74661395509501	1.99451363126022	2.02082881360628	1.88706252167309
CDC14B	19.0497331825392	18.8332210701648	18.4034522217339	15.7305463688544	16.3801582988238
POU3F2	0.114556741372187	0.375125862741537	0.635567274742168	0.45970811521322	0.215193039369524
DAGLA	2.29978772015456	2.62918246250001	2.9194479365952	2.91848790482812	2.64850262910681
DAPK1	33.4826249030882	32.1225780473959	32.7423079602441	27.376848951339	25.9441644903307
KCNN3	1.21759014531838	2.22015169282554	3.11002910602245	3.04637222558704	3.33365885998364
SMC6	40.6191159823886	45.1386253146775	44.3871232445975	40.3167319224023	43.0661913436358
ARHGEF11	28.0308399552689	27.429544558547	26.6639778187291	26.3890827450743	25.7945991747453
KIF13B	4.61362634578751	5.3395797170427	5.73306200252382	4.93627416871287	5.29471696925182
LPIN1	4.06428628363925	3.98262864330366	4.11167235676136	3.6084111259201	3.41159970631792
PTPRS	153.665451215642	136.826068200396	130.40516325282	130.740906379233	135.308527407665
TBC1D5	6.56786244509946	6.85744375133905	7.56254121790932	7.15172365166845	5.78076646736248
AI593442	1.99356216296924	0.170250695899384	0.0768293664495752	0.112653954814679	0.089786879955536
DCP1A	24.3906829664932	25.7492276340705	25.5184334022378	24.3367223396642	25.5013080447035
ABCC4	2.46158867213892	2.58372258992597	2.37666265143518	2.10419693397799	1.61945783023986
ZXDB	3.7903381841048	3.78495990546963	3.71646727555199	3.66879577706158	3.75844281435289
FAM91A1	39.4628912082272	41.2725328506051	39.9272849632117	40.284563551919	37.998971012452
CLASP2	22.7379178737997	23.8856338491213	23.7492046494306	21.2202759134365	23.4291224843404
MADD	10.003395468783	8.15392635622653	7.95781591891217	7.65137389316157	8.731287954886
PTPN21	5.95005815241472	6.69596864790967	6.19169090560301	5.68711076284833	4.75547997582124
FAM160B1	21.3384610377282	21.9984702390657	21.3775645567194	20.344668225202	19.1554192683768
SORCS3	4.11901647579522	0.946978758264809	0.781078229298576	0.813243223246425	0.672519593203645
KIF3B	11.185372014803	11.8976745993037	12.690117042808	11.5790787077962	11.2129426699494
WWP1	20.842738059431	22.0327481717858	23.0675503931451	22.4095367597727	21.5320552966922
ANO6	40.2041549963556	40.1080905650492	40.0107513329655	38.7333283952628	38.1535364598982
