data$Gene	MmFC1	MmFC2	MmFC3	MmFC4	MmFC5
UBXN6	79.6821525474119	77.1146850228289	69.4893409756115	77.7444085976093	69.9594685754753
GM20854	0	0	0	0	0
ARL8A	89.3691512366375	89.8625453601487	87.5449686204681	91.2104009985272	89.506215465318
MKRN2	54.3702283995689	55.4849857502362	56.7363696752824	53.5546245016265	52.2582740447281
GTF2IRD1	143.804924133264	144.635600169375	147.783234489784	143.614409496061	146.285331476811
NTHL1	10.7445338498097	11.0595587997152	10.060375989875	12.5389949207699	10.0498501608435
CALHM6	0.247112296282065	0.231333827502293	0.23603440106279	0.326053377789423	0.809259703918023
MAFA	0.191483523019491	0.0842405737135623	0.1015992095011	0.215982064730962	0.0431971782430405
TCEANC	27.7137248285917	30.2534727019449	28.457825248573	28.9248779146039	29.3729270402241
STUM	1.88317167449344	1.78954825197141	1.19929005470264	1.6080476774367	1.03000539170918
AASDH	31.1967156368351	31.4671605204479	30.218497709078	26.1133457245558	28.1792550678209
BSG	385.224652973667	372.252389210698	371.317109327123	409.142982799598	356.989425577777
LYPLAL1	10.5217218708039	11.0439206700269	11.4107509608728	10.9591539542277	12.3192733670064
CHCHD6	20.3545059409972	19.2784883176465	17.867116304228	19.7390076233927	22.6220573510812
XPNPEP3	34.20745683439	32.5202299431588	31.2973197487218	31.0133821781168	30.0244650465513
YPEL1	66.6381692293107	66.9673839290761	63.9670362784565	64.5423179245935	61.9901215894246
ENOPH1	39.8846949174412	36.6372978679993	38.0206052200905	37.5452978413323	42.8084369593765
UGGT1	152.451468685885	157.469814979211	171.789010965633	155.969202096856	150.93618397927
NPS	0.263754801114756	0.260569722752018	0.230906143763288	0.19244575290201	0.2321603302385
AQP3	7.6021386685482	5.26080796335392	4.74959013206373	7.2539084623772	8.5407704131515
PPBP	3.56476723576723	3.42591522407762	4.95060215173207	5.3277831240628	3.00777950580213
FAM168A	267.888896636936	278.215514766349	284.384373876113	263.362879409022	263.386853706776
GBGT1	0.579570043101173	0.432496461791759	0.66585807061354	0.773977529723128	0.867528573321719
CISD1	28.8629034070279	25.7827791463125	24.6801049211521	24.3184461527522	27.0777541524962
MYCBPAP	5.82205550363535	7.38902429831081	7.5371500401312	6.36594692404204	5.86164396750976
UBR3	200.601026533901	217.131436448278	228.097108170194	201.32661811804	195.076417548041
DMAP1	58.7275522678466	54.4442392007277	53.4339789253304	57.8617627316086	60.788594555434
PENK	45.9990528440342	28.0961615912045	26.4834648343597	30.1996379945816	31.6336856497689
CCDC172	0	0	0	0	0
METTL21C	1.22895930222104	0.575560700995603	0.715311817548011	1.20354445368189	0.433795175104712
RBP4	1.48713561628852	1.35044975928082	1.62132986364747	0.964041540121345	0.808814947846572
RORA	22.0616329346248	26.641985492311	26.4312806783085	22.4056490650599	19.3287862064637
CMTM7	43.9569695814739	40.6623833348864	38.5873440446041	43.1824956489517	45.7109757824519
GRAMD2	2.21539525267555	1.86264792805465	1.80132667552498	1.86436035541232	2.14121667671025
KHK	6.07980914221268	6.45944187633469	7.15819758201766	7.32790595204425	6.90325349208079
JAKMIP1	0.264294361331778	4.01490681993745	3.99678429062876	2.48731502654744	0.888449623218813
PROCR	3.65063414126836	4.42017438606316	4.0942906879952	4.61284752172009	2.8591003274487
PRELID1	224.360855411447	205.857252702138	193.899891141331	232.075052970942	221.58171277808
TRIAP1	30.2393286482514	28.6696563525607	27.0953649210044	29.669647288198	30.1021952503054
C1QB	24.5175709113998	9.65912471267166	10.4768731690919	11.0478199031297	6.46588977314202
TNFRSF23	0.801108956471102	0.837234655435295	1.08469164338053	0.655080410476938	0.75045343457318
KPNA7	0.0846816858508267	0	0.0332106819245449	0	0.0502983235562415
AQP12	0	0	0	0	0
MRGPRA1	0	0	0	0	0
AKIRIN2	118.000435930301	121.091043280351	113.300119854395	117.866924296927	123.589800638314
RBMX2	22.9709499422937	23.0274356430726	23.2721561243228	22.651680808127	25.4248972335321
GAP43	16.0540355999227	19.3219342733031	21.7589827695639	24.991268523635	18.1915728151355
ABHD17A	81.7437788959699	66.3073098353635	60.9442439534083	76.3979039675823	76.3280869469551
ECI1	25.5780100254414	24.4991306580435	25.0245239787501	31.167731762488	27.9661466137928
CLEC2I	0.230335601042108	0.131136491468591	0.0343361158509424	0.101817683558132	0.0131565346482034
TRNT1	65.6086091920388	73.1734574470717	74.4940343096209	69.8741617525766	71.6123486516394
COBLL1	10.1407141875708	14.4313719642201	16.0581160452965	14.050665075765	10.8754371162621
SWT1	39.1369857967358	40.9495969810257	41.7478629040843	36.091766359901	37.8110465283653
SLC2A7	0	0.0123866254532767	0.0532804709517191	0.038473666660257	0.0657224326977561
FBF1	145.860710448779	134.528708820088	128.778064689511	121.85329419091	132.696534472865
PLA2G12A	17.3500395807269	18.0129535074217	16.4725153889816	14.9183884613325	17.3090250743209
DUPD1	1.20476653089852	0.37459098698153	0.366122676279651	0.913728505143002	0.59812232328925
LDLRAD1	0	0	0.0177439079839211	0.2078831342269	0
1110012L19RIK	14.9028035597151	16.3592645250496	15.0710913407566	19.3397092110079	16.8792856724463
CGRRF1	12.735999124483	18.0854469541619	19.7239152171086	18.6566053205533	19.9751884157388
PRMT7	61.4834639918639	60.0864365237581	58.3557033948418	61.9605174644212	66.3210341514808
R3HDML	0	0.0123639807997972	0	0	0
PLA2R1	10.816690774952	10.6861771365172	9.67172736365866	7.53396615971021	5.81894151301147
WDR77	79.4870906481124	76.4961445158508	76.1360891959212	71.6898174420433	80.7523567559777
IZUMO1R	0	0	0.0177114990195669	0.105080473054219	0.0149203068465552
MTO1	24.6152221192692	26.0182177573025	22.2734652099258	23.4293340475952	25.7700492535132
CCDC50	325.837112250501	395.126282670247	387.585250958027	337.686929423494	332.598265417703
TST	4.13245634505493	5.20601437278667	4.32543044903682	5.48747119225786	5.55004286239782
BOD1	98.5153742021718	91.7467142330757	88.4167098610765	102.361979544611	100.78040332729
TNNT2	4.19023219455958	3.46780012450289	3.03794171733941	4.20138306223245	2.41538975902577
MGST3	12.072723886996	12.0278740517587	11.5181813635844	15.1418988802833	13.9964822461155
SPEN	168.007091302017	176.728643514567	179.316386736122	147.825312748534	164.843018124594
FAM240B	0	0.0608981827892925	0.105417050381339	0.0565845579003989	0.0891393928284052
H2-M9	0	0	0.0176711539192945	0	0
DHRS11	8.96448532968912	9.07645018881954	10.6515973740418	8.29432961361902	7.29331943425557
NINJ1	19.3434698788866	16.038723400168	15.5555874134755	17.2678108779255	16.6813445667549
TDPOZ3	0	0	0	0	0
XLR5C	0	0	0	0	0
MILL2	0.163168048399811	0.0548237453495598	0.0353101345952221	0.0875070127854729	0.110252517236233
IFNAR2	37.3258929177905	34.6851766701743	33.5681837541106	32.2661630563548	36.1709529057171
GGCX	67.845512891782	66.0439920750464	62.7807272088561	65.4520159225282	61.5455133187922
ANKRD2	0.0269036897099681	0.137685112166755	0.0710743653408638	0.0918715484818515	0.021205887501129
CFLAR	72.6948865068957	85.1888401130017	87.6025910470292	75.6543962100841	69.1269933090875
IMPA1	87.7217293983217	89.6240027999236	89.4611023655269	90.7673762406184	91.5679943513704
TINAGL1	7.83518155931052	7.06181417941031	6.79704490635932	8.78683914320579	5.45672512012339
DAZAP1	254.497688066798	228.775609986726	217.156032282811	217.241952751186	239.747529743874
PAXBP1	246.093313721543	237.77807922813	235.796510163078	196.480832770895	212.958815922555
TPGS1	22.7153926366608	22.3996602054311	20.6948002711601	25.3956733717229	23.4026431947822
CENPP	17.9305183961054	18.2452741049216	16.2815821130569	15.3281268875196	19.3453803681225
MBL2	0	0	0	0	0
METRNL	11.8961372019274	10.6487900652312	8.59889032186647	10.6661933063979	8.77162513502781
NIPSNAP3A	0	0.0580367041495152	0.0176069826839998	0	0.074161307294498
PAPOLA	530.951819054297	547.86598785501	552.492015057147	513.974331329113	534.612354583575
LEFTY1	0.529047365089384	0.539869574603107	0.310688177155097	0.464729511245324	0.452033541269469
SLC35A2	30.3574452154284	29.2480109052506	27.051556821899	29.64204522201	28.9703841193477
H2-DMA	3.30447191806417	2.85210126291193	2.91594059446406	3.64403205602345	2.56140883759413
PCMT1	94.102647413703	92.5506225258311	95.6274406315139	94.03862431679	91.1135395461542
APOO	16.7675304832255	17.2926801418823	19.0777018808206	17.1475388480504	16.8128599377769
CELA1	0.638986819292549	0.370446310349751	0.122320931617203	0.197870076221089	0.322649454095258
PSMD5	95.5856866039826	95.965769694489	97.9745226212736	106.971091683732	101.693596578447
EIF2S3X	480.424923680711	459.355452147768	467.768073556019	475.765428727297	467.419393084712
PLAA	147.5221837792	150.880654750205	157.60048506191	151.130977971386	159.869678061767
AKR1B8	5.74728704379405	6.02501226012319	6.85670725219731	7.29795798122954	6.39837100650676
HNRNPD	741.529168690218	704.884897610366	732.267028079425	693.803992061651	800.670611546914
SLC23A4	2.39334697336042	1.874989023218	1.9990189813139	1.81058184159594	1.53365332136291
CAR6	0.109199245660839	0.0367393254730053	0.0532256319135576	0.184059805210304	0.0909700815829148
ITGAV	151.311746764111	161.738201341029	158.705230579036	140.632308579666	125.891789431098
ODF1	0	0	0	0	0
UPK3A	0	0	0	0	0
MCM10	77.0225470919188	66.682908763096	68.1518337560842	62.3894398256591	79.2587233756826
SH3GLB2	57.518398474897	51.009642434847	53.0875644292146	52.2146962392471	59.8025986353904
LCN10	0	0	0	0	0.0105454232600551
RABEPK	20.8200277050507	21.0222710403192	20.5346080674579	24.4534810265772	21.1668179942931
RACK1	1284.60127876496	1251.15513739656	1126.37090442335	1328.27297598908	1249.64789845307
STX8	19.8988437011437	22.2138749318811	20.9163247315774	22.6313378903075	19.8881986878838
GPR142	0.0163014269637261	0	0.0361328411845943	0	0
CNTNAP2	12.3692722731883	31.6224165103576	34.6225068015714	37.5925235728109	8.84161450613312
PROCA1	1.44946717379163	2.05407174981043	2.33121593448574	1.60154224876883	0.956724856347142
MANBAL	43.7297601989369	41.871747018391	38.3303245430299	43.6489005928294	41.2465984332191
GM20917	0	0	0	0	0
RHD	0.576672349540217	0.652150620909238	0.967063474407289	0.755690567271225	0.505092553061618
SLC1A3	71.722214108553	69.1281865250584	67.0133585139289	61.4311436499065	75.6124072615922
SDF2L1	17.1544705624076	14.1351628684382	14.1337369120262	14.5511351920289	17.2072443190457
HTRA2	41.2267067726045	38.7854111166692	35.2788201953013	37.7317307768476	39.3385373703615
MAGEA1	0	0	0	0	0
NEMP1	48.0260926041695	48.2738270615177	46.3723909411432	39.1786038540292	46.1543388297223
TOX3	29.2772336143937	18.8687550413329	18.1032471407415	16.9260064714843	15.8103272734308
CD164	342.180773078757	372.135205266378	380.279844250673	373.676624970494	364.511271350696
CLTA	197.859793498215	186.943845122776	187.14915326413	212.966943515699	189.632977494949
UBE2F	51.1349506737213	47.882808488852	48.4854866530378	45.7700638447901	46.5555771533774
ARFRP1	73.0553997213004	62.9514231409445	63.1432849204104	63.8230931149963	64.405556371047
IL22	0.122995281285718	0.109480501346226	0	0.0419413919032011	0
SRI	78.6573980386995	86.6616213149109	85.9735581612579	92.1263633688607	83.3088613368729
CWC15	114.992400802661	121.961802416765	125.71769661416	123.018605644738	122.608279276524
COPG2	93.1415532423523	115.729579028715	118.36165044601	112.338479709013	110.45420681745
ENPP6	5.65260735500962	1.04724862933475	0.644503223798987	1.29912945081332	0.514944005312988
KLRA3	0	0	0	0	0
MAPK13	13.5670871505246	14.6603645096761	15.4536433888035	15.0989612773826	13.3979546937686
ZFC3H1	191.340103863794	211.663635096818	206.569898079853	171.166615350542	180.545869050572
LPIN2	153.351162196661	180.951767500242	210.464299659599	173.690805669362	170.460765545165
COX7A2L	141.893955226517	139.249517809448	127.674200664726	139.464526933422	123.119040436019
AP4S1	16.9492053248625	19.8517384497169	20.4645766893815	19.5006046399846	20.2270064321593
H2-M10.2	0	0	0	0	0
TBC1D14	124.568958630089	117.348636872233	119.252577953679	125.56547389045	125.808472677904
H1F8	0.0137965969160976	0.0121529155390639	0	0	0.0209581996866504
TDPOZ4	0	0	0	0	0
COMMD8	76.8507681279218	71.9418710909496	69.7827802611509	71.563484262994	67.9258076409895
TMEM59L	11.7770623418775	9.68311612396545	10.4813336811579	11.6555415883078	7.56602438629385
PUS7	58.6119723684327	51.3237301844233	54.554495482179	51.8729403933881	56.3766804291532
FXN	20.4137837203191	20.9836170334245	18.5157390527267	21.7783473080034	22.7805156671259
PDCL2	0	0.0268432886897929	0	0	0
SNRNP35	19.8169684445996	18.4541111337079	17.8333865961254	18.4070985902945	18.9576920282479
SF3B6	78.891938701322	83.0519246646862	86.9106976385221	89.184872728123	90.5736479176072
BDH2	7.8970431341319	8.77099505367983	8.32669262106529	9.14873207080839	6.8531022340202
FHAD1	0.48914387731819	0.483165993696161	0.402382848419606	0.460349664022925	0.224892148481343
AKR1B3	89.585589406961	107.116151833186	99.0283059895381	107.924207545966	142.718197002126
PIANP	29.042168803028	28.0511586216588	27.8892976332747	27.8467584254045	27.1585771179957
E330021D16RIK	0.041278527869937	0.0255298641931341	0	0.00808142317082456	0.138018247515291
KLRA6	0	0	0	0	0
DAB1	58.3480064102897	34.469534768056	36.2655872217054	35.40118452377	63.4093765279934
IFI35	4.0259299250795	3.24575151282948	3.81836333903314	4.15047444976042	2.34756845740498
TM4SF1	8.88977481959948	13.1041809155877	14.1241375606129	12.9751855287292	11.988995186225
IDH3B	139.336859653826	140.548939737429	127.0552207997	132.325778442478	127.806997282015
TBCD	81.8015401973428	82.770762479009	81.7267164263333	84.6126373792282	87.2127291795559
GINM1	40.610332325807	44.6501373957277	43.7817013188138	45.3712823906741	40.3704857731514
MDGA1	38.0177630265318	25.7072979994511	22.4848652140992	22.242861775898	40.3143662906852
SPDL1	49.0979631833853	46.0099753617228	42.2909712658573	41.4044913358823	49.3619343998635
USP19	256.131159078497	238.568141935172	228.628289074702	229.48854546744	237.225289022962
GM21874	0	0	0	0	0
ADA	7.9083903037835	7.12538345058838	6.19693901636176	6.74128549792655	7.90411931718472
HSP90B1	1047.59066209983	1186.48806389301	1290.30091089352	1162.96152395605	1144.5091779468
CBY1	31.0022677981429	28.7264209266652	25.9352852617158	29.8842128045895	31.452851247219
LYPLA2	81.9290440973044	74.1216432619872	74.3899033257559	86.519338669942	84.0111409808544
LAMTOR1	85.2817135740894	81.9946383517362	79.628494727512	86.4891803570315	81.0781404562593
RAP1GAP	23.475941679305	22.7186704316031	22.6756553749001	21.1487166356097	18.5652985180462
RPF1	58.2851138075038	59.5444542019667	57.175068689893	59.0709750794445	60.6621109991272
GRXCR2	0.0132116333397165	0	0.0178567210675651	0.0375118249937506	0.0208272109386088
MTDH	257.265945936832	264.011425576227	267.825799343481	248.494532121614	272.810671995114
EPS8	40.4927766379542	23.9283747564153	23.7598854752275	20.58297020634	15.3019053369208
SLU7	84.2426025094424	91.74090963854	94.07649758951	93.4082522376244	88.4387076216796
DUSP12	37.4893988219742	36.7439505196832	35.5686301964944	33.7967598068263	36.3685434075946
N4BP2L1	8.02503540415864	8.24417287261182	9.69853192867079	7.51788905744185	7.74904121411924
SYNJ2BP	65.5496935053481	69.9037637191487	69.6860587642561	64.3497873727817	67.4684722943444
MRPL16	19.6967713270365	19.0668156738241	19.2833724193631	21.656368544263	21.8333946710789
PEX11B	31.5086284119256	31.2367681983638	29.250984014246	30.6744398636805	29.0345373988539
GC	0	0	0	0	0.0831642923033501
TRPM7	286.067687417452	314.013462693082	320.897029018843	289.622774028558	290.919847366483
NAT8	0.0395290187190093	0.0240893944701302	0.0172698944135581	0	0
