data$Gene	bud_OF	bud_OH	eOFC2	eOFC3	eOFC4	eOHC1	eOHC2	eOHC3	eOHC4	eOHC5	lOFC2	lOFC3	lOFC4	lOHC1	lOHC2	lOHC3	lOHC4	lOHC5
ACSM3	1.487853427	1.839940591	3.983731397	2.589547192	2.565214576	4.257433932	2.451345221	2.895542371	4.644422107	3.677997443	3.144421555	2.711640659	2.741719651	3.859239319	1.949758801	2.955062684	2.885958071	3.420196519
ACSM4	0	0.349628321	0.100608778	0	0.098317602	0.219914069	0.098091714	0	0	0.106547588	0	0	0.199239978	0.084680352	0	0.100670468	0.233320587	0
ACSM5	0.073341837	0	1.317100209	0.828630253	0.550035848	1.104245131	1.219423546	0.303046605	0.941023024	1.385303338	0.864917821	0.779274584	1.22226961	1.056067508	0.464988081	0.644703078	0.310860925	0.520830179
ACSS1	37.56364492	34.31026894	47.57366586	43.78854669	50.50759974	73.26373804	69.29415652	58.47875656	54.45340984	69.80457357	76.93081555	83.25003472	76.28453282	70.02737935	80.40443465	77.43212868	73.83587637	58.42296356
ACSS2	14.89467847	13.10095297	28.1566283	30.79946815	32.18542677	31.87125187	36.44864457	37.51646355	36.66622583	45.93117208	28.37042486	39.31736908	39.64948715	26.10286893	35.53453256	32.3807775	40.24617558	38.62343352
ACSS3	33.25533722	21.8101379	17.83307789	27.49992102	26.86223988	22.94557166	31.52297311	30.02216338	27.5433054	34.53378562	21.20559147	33.67909293	24.56416358	23.12440323	30.19085579	29.78206089	25.09937745	27.53705596
ACTA2	13.20054059	10.83844573	56.47684517	72.31630197	68.68927255	85.52365866	105.6337641	118.0757938	88.10555648	176.6957286	101.1882459	104.8721339	75.31872626	104.4005493	128.121521	147.7650771	148.4781777	77.33412199
ACTC1	5.866668865	11.29095239	249.2488347	151.4631462	336.3856493	786.6836261	425.6282543	287.2778799	238.4837085	491.9081738	995.6840446	879.2941134	773.7465095	77.50414892	387.7567827	287.7787167	51.36375327	57.85104483
ACTL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6A	256.0770271	222.2147723	111.4764139	113.5925986	98.75189327	102.6534496	127.789413	144.0169629	130.9168185	102.7320255	147.3055628	156.6578174	174.1443645	103.4975753	134.4096283	137.2746431	124.4722484	149.8744157
ACTL7A	6.362337228	4.818856127	2.366043578	3.499547061	1.949266691	2.397937842	2.164150109	2.468417011	1.23697431	2.884418678	4.589203256	7.377525881	6.871755445	3.618181789	4.588874424	4.76207588	4.441250946	3.482665184
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	51.25746219	48.38095614	49.50083044	57.71721025	57.31117367	56.35753624	79.17696963	92.55335923	77.45634552	69.16016023	106.9934456	120.189285	100.1932501	92.32368049	112.7360234	111.652678	121.1072578	100.1201653
ACTN2	1.214991905	0.470385714	4.592949964	5.04141635	5.749966197	17.59728769	7.685561753	8.81510709	6.610654764	15.60803402	33.2658802	34.60185495	41.4830309	2.114984227	17.18140963	14.75075292	2.817408509	1.590596044
ACTN4	56.22984044	50.77043047	72.73389078	59.56797922	61.88951301	76.40186679	76.95429473	106.8185908	76.67443694	71.90213048	98.48711422	126.6666383	119.3117852	79.68051452	111.9611174	115.5929957	111.7360065	100.8283515
ACTR10	73.73585025	69.53977939	54.29679132	51.99269474	53.16457421	51.75647371	57.87652038	55.80717828	58.65979363	45.27737914	55.96161484	54.46454634	50.42233705	41.1799167	49.38540968	57.13033984	48.72298263	47.98947216
ACTR1A	49.03023311	35.62161818	16.54895639	15.56865289	15.71532668	18.91265349	26.98236715	29.49469583	19.38996421	20.90125727	26.41040375	47.5452912	42.72229956	19.86866112	35.4245927	35.30077408	30.28054386	34.91461152
ACTR2	146.8207076	120.0898534	48.12950709	47.98946733	49.35272508	71.70877921	83.95810364	101.2628457	64.32169491	66.32651802	105.0473959	114.5450948	115.3354206	73.33362199	108.8382662	118.856381	119.4738614	98.0107787
ACTR3	77.57766902	66.44138804	50.3918538	47.31719274	47.19711378	59.84431562	76.04079974	77.35492153	63.77076969	52.34874817	82.8304805	86.9888578	84.84150357	64.79131819	86.88545238	88.63694502	92.88788174	84.16465971
ACTR5	33.09494158	32.14249122	33.27353574	36.06671481	32.52792647	32.79075756	34.89952166	34.36654118	33.06477515	32.79809286	28.66860252	28.69246816	26.8408718	23.29107861	29.26050475	30.83859819	26.63816871	26.36932004
ACTR6	119.1738587	118.0866622	62.30184824	67.20319025	57.95065892	55.01713961	71.91133536	71.55044937	71.87630123	56.57759218	59.46221617	63.91897204	60.38723363	53.66345566	64.39464949	64.8794032	73.33095119	69.36627716
ACTR8	62.72681046	61.35811288	48.48977052	52.26025273	51.50635397	44.00209768	54.6040991	58.99606485	54.36610705	55.35412117	62.892545	63.22935406	65.35443329	52.55947554	53.37223728	52.12432907	51.71307611	66.91295862
ACTRT3	1.033778952	2.063173294	1.369795797	1.141679794	0.724227609	0.667128744	0.65548736	0.819610093	0.49365643	0.283277362	0.309382071	0.515080443	0.833808329	0.324812481	0.10004666	0.957005299	0.724629598	0.757414378
ACVR1	17.87930861	21.93106613	16.94347318	16.01776804	17.42932416	21.74734941	24.73701982	33.38681157	20.79114085	26.08045345	33.31349431	41.76463773	34.61770588	24.61777333	43.27573316	44.08070708	36.42421726	28.16778864
ACVR1B	29.3094921	19.93872429	13.45196263	13.73469298	13.84199468	17.75321425	21.17436501	26.01052523	17.47099818	17.4842812	28.61494786	33.40777696	37.12745911	21.36609344	26.95750527	30.61823225	23.70721327	31.06993885
ACVR1C	1.942095604	0.29242464	1.034107031	1.402324253	0.923642619	2.236292143	0.480624856	0.337706618	0.876655786	1.983561324	1.854880556	0.521550932	0.47330587	3.528517886	1.362610497	0.866043541	0.813441052	1.488127908
ACVR2A	30.21762028	25.01954388	17.30979791	14.60914859	23.61559747	19.89682528	19.70053244	23.01493763	19.35977161	18.62254317	34.48252191	39.20737535	48.7169938	17.21546379	25.01797373	26.79307932	21.058057	32.79641275
ACVR2B	1.559239604	0.50814932	0.185584671	0.170654715	0.362563202	0	0.558346852	0.791926592	0.950100496	1.171863485	0.818122583	2.055001566	0.576101688	0.182097991	0	0.371396933	1.021284804	0.204930088
ACYP1	65.54276201	41.17106046	54.73609698	62.66512853	49.1695093	48.72453621	38.69713245	42.77148814	44.66562032	43.86182793	47.29547488	40.09173456	49.1404999	41.13075341	31.24980297	41.5500847	38.21540418	40.4678495
ACYP2	12.11373863	6.811994665	16.84203094	17.23113676	16.09847557	12.29502685	23.81191945	21.35815373	17.08849373	15.29262144	15.66609062	21.84127396	22.04178046	16.31672391	20.7998965	16.30137552	22.23555496	15.88782846
ADA	3.539750854	1.48314102	36.21621121	24.19255927	18.79742982	24.94266915	27.96534492	21.30739337	19.23282201	21.33689282	25.66285515	17.33433175	21.23439654	27.19415949	17.11284031	13.70665837	7.312361403	42.85673746
ADA2	2.639354372	0.831999635	0.640708623	1.000334766	0.817358139	1.454201005	1.110782004	1.833881283	0.301073805	2.030177019	1.986663736	4.737307106	3.471538357	1.381398206	4.50546421	3.082311319	2.928725831	1.396138253
ADAD1	0.454453515	0.517160441	0.335393842	0.348734129	0.336670352	0.662967009	0.700756488	0.418187523	0.404957201	0.628358579	0.192762765	0.096068851	0.434183589	0.07250837	0.079360077	0	0.29967451	0.095127259
ADAL	49.08496184	37.77357225	40.87605781	48.77276273	34.42293041	44.9882429	48.99057697	44.18880744	57.42193893	45.78018217	45.15106622	52.28579151	51.28064862	40.46987476	43.78315088	37.48220003	49.07368932	42.21365161
ADAM10	52.08725031	30.33603256	19.61454928	25.92568791	24.26365997	24.4325375	26.72849511	39.56530329	24.85712849	23.27568147	31.41235112	46.22085619	39.22506056	17.69862795	36.40358849	32.8007117	25.59061978	29.52225693
ADAM12	1.740801696	2.975341498	8.596774842	7.265469276	7.308354345	14.34376977	19.50166155	16.68468525	14.44713529	10.75407149	16.70457388	19.92835452	16.77813028	13.11688034	22.70820272	17.63443365	22.90861235	9.596076471
ADAM17	41.96660484	23.25209509	20.18592598	19.96937392	22.33477884	27.90677181	26.08512895	32.55894149	22.78108383	26.36899512	32.83473588	44.40459589	40.02580019	22.59661153	33.10974547	33.79284991	31.24447774	30.77228939
ADAM19	1.442723931	1.481957352	3.053345046	3.965308771	4.573111151	17.62950883	9.843046135	6.673814955	6.11308336	10.15446195	13.27287845	33.22224353	33.53617584	8.067802715	23.58386195	14.88458099	26.25152925	13.08066406
ADAM20	0.464109158	0.76022007	0.815648324	0.657529679	0.61027429	0.772141548	0.293920561	0.595087004	1.196567211	0.503528624	0.776572284	0.461159754	0.621656254	0.681383304	0.363791943	0.739579057	0.870000587	0.298976415
ADAM22	32.26084634	5.550382393	5.640464048	4.230695689	5.798547938	7.624455094	8.742957955	11.76361481	7.636819261	9.975324675	8.626442413	18.69838739	20.28900942	6.448914131	10.46111845	13.81973535	7.966967666	11.5370754
ADAM23	11.1622642	7.348768951	6.442671088	7.465366957	6.092564963	9.379137565	9.782967414	12.56547645	10.12829998	10.12866888	11.52462782	14.93925409	16.51831949	5.30558864	12.11752011	10.43208928	11.52817858	9.413348111
ADAM28	0.376342966	0.079743281	0.352981209	0.315266733	0.467197885	0.411675144	0.807062829	0.63805763	0.703658015	0.58450312	1.244368556	1.721254528	1.05790112	1.218067086	1.294945906	0.544229958	1.503560686	1.237110834
ADAM32	2.87505847	3.270497042	29.16197914	30.85743764	29.49925886	25.94748758	22.03506014	21.01830273	24.3181561	28.87583157	14.0634147	17.02145791	14.82044858	11.69034834	10.57652448	7.743344106	12.77373988	8.607318874
ADAM33	11.3693942	12.2855024	14.83059372	16.03282298	17.59857971	27.49277367	29.37365695	30.39759355	33.52080859	22.67143428	23.95703193	31.49758231	30.14815031	21.21314439	31.05356648	37.05248705	65.64551304	16.1846763
ADAM8	1.362940425	2.037322185	1.158852236	0.850137014	0.794994465	1.95048126	1.162264373	1.345389908	1.002999304	1.722812557	1.819428738	2.057917772	1.719186744	3.572652457	1.542379504	1.403982304	2.592978412	2.951634095
ADAM9	16.088111	8.737321489	10.23836849	12.84355383	10.15679202	12.58356736	14.25211655	17.25575449	15.23160838	12.63935149	13.55645614	18.11655485	17.57830583	9.226656	16.41061281	14.41547015	14.90031307	13.08185921
ADAMTS1	23.44257171	6.751262027	149.6798405	102.2908256	113.611945	69.67776361	94.19424103	95.00718067	94.91868055	80.6907928	109.8585034	99.72926535	94.63730185	79.72182956	89.06956434	82.88381516	57.24251144	89.77615982
ADAMTS10	7.498055029	5.365148385	25.15813984	20.94637614	23.98467135	28.07849461	29.42668223	30.47432463	34.77732244	29.12421198	28.20856325	34.79249385	34.69386085	26.84470028	32.15584	25.95550148	36.28783123	28.89683432
ADAMTS12	3.33016168	1.394806767	4.36614312	3.759931724	4.912531063	8.750161054	7.440697403	6.448856277	6.518245705	7.835739279	8.478306328	8.969220314	12.43486792	18.61219303	11.64150318	7.050916702	7.472780342	22.88890263
ADAMTS13	5.624654608	3.507288825	52.21612877	58.14237473	46.19953802	43.46494891	45.03695173	44.88789158	48.4646757	43.20125981	30.78656456	41.1476512	39.65407686	21.85798988	25.52683845	18.56235079	31.56067923	21.81769837
ADAMTS14	7.204152165	7.010433909	35.69676349	32.05672894	31.91011392	36.75815811	38.69414643	34.8798897	33.64937234	24.0691373	33.12599416	34.19754764	29.68931809	17.27133489	26.24164579	29.8024972	28.30140798	18.18553229
ADAMTS15	3.114708451	1.554335287	23.39203389	25.19306582	14.45478307	27.45048017	33.40434555	38.5192025	29.70678206	36.88010042	34.31281084	69.52182654	38.77078332	59.61112595	78.14044394	61.74292391	46.28850377	55.18228101
ADAMTS17	10.90273514	5.060394725	21.30894314	10.47031611	18.96011534	44.68733497	24.84241022	22.21155494	19.82579781	22.52071192	48.89637159	38.10029335	37.42387945	41.93215229	34.04545214	38.86439131	30.83228755	61.05021747
ADAMTS18	5.902676401	2.344745521	3.943119166	2.341896774	3.219142499	6.378311574	5.756838548	7.175353471	5.247389613	4.810766941	8.726666666	7.34471467	12.02624432	9.728425692	7.054885766	7.272576121	5.219091416	16.88685791
ADAMTS19	32.02222304	17.0100031	3.409379689	3.052519365	4.985320043	3.22829616	5.761643362	7.483411357	6.99741008	3.312802788	3.161174857	5.741056148	2.729801184	2.242652895	3.367876807	6.618067153	8.484294844	2.898426124
ADAMTS2	2.670112643	1.47474472	2.435636699	1.505103	1.821800507	4.371134048	3.622404693	4.877466041	2.512822335	4.709623747	6.123225325	9.24174222	8.200693686	5.773417185	15.38579653	11.82178537	19.48800251	11.61218291
ADAMTS20	4.91910257	2.90416064	3.024812397	2.367115219	2.264750414	3.302057962	4.578860386	3.712295287	2.331089235	6.544993473	4.310559097	6.389557559	5.808919437	1.913192952	4.19695634	2.882321511	1.658040041	2.342193433
ADAMTS3	13.56539416	7.161578629	22.9217757	38.27534179	40.41099517	52.1197683	73.17743072	74.1734293	76.26574137	70.62963749	85.47667717	95.93834933	119.0770247	41.164774	87.14559044	95.5850737	144.7548884	49.02456587
ADAMTS5	0	0.116373684	0.860000928	1.437745405	1.619792487	3.897073611	2.133353979	3.758256056	1.96317642	4.647553395	3.082204981	9.364490824	6.412138376	3.310366998	11.10957551	6.626006593	11.05331115	4.536308708
ADAMTS7	3.454714316	4.425100468	13.12395462	10.39115033	10.59567855	12.80419889	7.573604674	14.65314011	6.648719558	14.28867333	19.45414263	32.77523606	24.13842202	11.41595837	21.87362136	15.71832071	15.71547182	12.22524168
ADAMTS9	12.75549325	4.084807373	14.94094378	12.55581943	12.24313108	38.68241195	27.86585145	25.07737861	22.94225479	37.39362012	10.97544442	21.90440269	19.17316403	8.952302915	17.4823606	11.52319468	16.63326399	9.060145617
ADAMTSL1	0.14338182	0.101469238	2.238595312	3.020548286	2.385067316	3.95087625	6.023228496	6.497714415	4.338842157	3.997724453	6.171374074	12.03498359	9.306224589	11.11688405	17.16294134	15.78670885	23.38271097	12.56908408
ADAMTSL2	1.562789789	1.666437412	5.902282457	13.52452532	5.199039136	4.485923441	8.639315493	16.77068127	11.50111648	10.21573435	3.743945775	13.11401562	5.434785737	4.380477721	6.479169572	6.998823759	15.06546757	3.907155399
ADAMTSL3	0.316736032	0.245936139	18.43109533	17.98742224	11.59589697	15.37838928	16.4741483	15.30016618	8.933483954	10.4998549	21.33908135	22.52740391	15.30016646	10.0525855	25.98406004	23.36544167	23.96770133	9.092149818
ADAP1	1.304741779	0.705342332	1.340214301	2.099382981	1.636180865	2.174745019	2.627946173	3.860577902	3.55105727	4.596978017	3.593786189	6.042681165	5.542554543	2.800252885	11.05258998	10.23857828	5.772690827	5.186091087
ADAP2	11.11462937	14.79385752	4.762978499	2.23982756	5.325299884	6.703149885	7.016193617	6.055734784	4.228371537	10.58552971	6.068427252	4.493157726	5.880500896	5.935321792	4.766315418	3.40089218	5.779511943	5.867389139
ADAR	30.98665926	34.47849433	26.73124355	25.76730853	22.71894515	24.6960448	25.8894045	28.58742811	27.01234033	25.72442138	31.74310581	33.71278643	35.12504807	25.68826643	31.37978287	29.63331543	29.67374119	30.36125143
ADARB1	2.918788916	1.69520927	2.708845602	2.75951558	2.357157315	4.419852242	4.350195478	3.503117709	3.542788581	4.057709891	6.249427865	4.476876951	4.375762479	3.211246842	5.158202197	4.462338327	4.165854526	2.75712778
ADARB2	0.896007091	0.075328269	0.337567772	0.450544178	0.974138364	0.624406213	0.440811623	0.544790985	0.770129944	0.851655999	0.773151051	0.621681449	1.273864664	0.127614952	0.914390855	0.346443988	0.047075979	0.378221992
ADAT1	19.78247868	12.49843891	27.35599134	27.79185971	23.96344688	26.68532643	23.03590037	30.92993393	31.62463789	26.5702683	20.09133571	26.00086128	29.40913441	15.09978735	19.07885808	17.65990348	23.84049154	18.57969005
ADCK1	10.35533721	9.9567271	13.37270093	12.16255919	13.08975963	14.76975767	12.12815198	15.87457175	14.64952181	11.82298372	11.20288005	12.02969168	12.96815461	8.963250604	9.586634567	11.22538741	12.05233509	10.84614907
ADCY1	0.165459109	0	0	0.059334935	0.057270239	0.128154692	0.1861995	0.117057194	0.055120752	0.119522122	0.393568576	0.129842666	0.593602669	0	0.108020975	0.107420373	0.063664814	0
ADCY2	3.861166212	0.924955537	9.735528333	15.48827783	14.63728037	12.38893337	15.5217291	17.12389585	19.58005891	20.80362519	14.14158275	15.99254536	15.11322599	14.34129536	18.76488051	22.74302041	25.36135213	36.4214931
ADCY3	0.876042727	2.016978771	40.28598271	42.73210821	31.75440853	32.21634312	34.58369276	24.92392633	27.280002	31.11586312	19.64226447	15.65435839	14.13719872	16.24870412	10.65784613	9.727518514	17.812348	16.77285838
ADCY5	5.882255853	2.183265193	3.573306967	3.599921444	3.932803851	5.705440023	6.83317881	8.619172375	6.885901195	8.232611823	6.277541618	8.604103978	7.316923939	5.180996942	8.74821474	7.236706381	8.897961616	6.745065865
ADCY7	3.505540309	2.074869024	5.828265977	4.18099115	3.766561627	6.269425296	6.24790076	9.324117323	6.88044216	6.945548605	4.90315479	6.209527376	4.326803376	4.286276319	5.261673073	5.203583277	5.22110627	6.502287551
ADCY8	0.262723188	0	0.085188882	0.134091312	0.08630179	0.919123629	1.074093978	0.364823057	0.166090212	0.325655333	0.345150473	0.927466242	0.363636081	0.185867335	0.836142917	0.698416056	1.039668946	0.385314903
ADCY9	4.290148532	3.632883352	4.587665354	3.120943642	4.510811746	5.057185686	4.834088529	4.968772423	3.167566872	5.171966946	9.407129294	13.71927532	14.75384642	4.848966855	9.192422031	7.825660287	8.110309452	7.217513064
ADCYAP1	17.25760241	3.318989404	43.26174352	11.10180155	5.633026423	8.534710704	9.348321381	12.0687141	11.24563938	10.68585185	20.06510089	27.66995556	28.36766626	30.78106894	21.13580549	13.25141076	11.05079266	16.68954102
ADCYAP1R1	1.186182673	0.094413884	8.206608097	2.639050369	4.977781073	1.658654125	4.014059449	5.441449021	1.91261449	1.469008467	4.736616523	3.236954221	2.85776309	1.839488271	4.825833768	7.07515431	4.559018073	2.34559843
ADD1	59.73265296	39.60205248	24.91337341	25.14246772	25.72754616	39.44850749	39.39466313	51.56951295	33.86055601	37.82380996	52.78283126	80.55953595	79.58301231	36.95736716	71.86880468	65.86016215	65.07171066	52.96660605
ADD3	83.3610513	49.62394723	52.82953389	52.19936632	53.7533018	64.71392646	74.70513791	72.60493531	68.97772372	84.16170598	94.29800095	124.4128218	132.7290309	97.59449858	118.4502763	95.47384685	100.063354	108.584288
ADGB	3.583902819	2.660268067	2.193270666	3.275527754	2.081390739	1.466202827	2.400567818	3.377999244	2.047254683	1.508410984	1.448505404	1.942703859	3.228897369	1.269428745	1.165023265	1.521213304	0.895605604	1.697752613
ADGRA1	0.312418045	0.587389613	1.541091089	2.452820517	2.936300924	2.125180703	2.022182267	5.543922118	5.213169036	2.448182082	1.974310897	2.421493553	1.664030497	1.085988421	5.247526739	4.27071106	3.626962557	1.362173529
ADGRA3	53.46597915	47.32084489	42.93096788	47.96913474	44.59681574	40.41000635	45.65014009	48.74019342	50.1483697	41.10005416	54.31261522	51.07586949	52.48025656	39.06997169	52.96243585	50.6099452	48.87108168	47.5345228
ADGRB1	9.423132991	6.806569158	42.35008709	45.61135414	41.49118364	36.14127536	42.82599011	32.25746405	28.74316088	31.82777726	62.43980158	60.03626016	50.70572658	14.45335021	31.65099903	30.13851015	24.78458228	13.54657589
